Artifact,Current Version,Newer Versions,Num Newer Versions,Upgrades Available
io.fabric8:istio-model-v1alpha3,6.5.1,"6.7.2, 6.7.1, 6.7.0, 6.6.2, 6.6.1, 6.6.0",6,Minor
io.gsonfire:gson-fire,1.8.3,"1.9.0-alpha2, 1.9.0-alpha1, 1.8.5, 1.8.4-alpha2, 1.8.4-alpha, 1.8.4",6,"Minor, Patch"
io.harness:ff-java-server-sdk,1.1.10,"1.2.4, 1.2.3, 1.2.2, 1.2.1, 1.2.0, 1.1.11",6,"Minor, Patch"
net.sf.jopt-simple:jopt-simple,5.0.2,"6.0-alpha-3, 6.0-alpha-2, 6.0-alpha-1, 5.0.4, 5.0.3, 5.0-beta-1",6,"Major, Minor, Patch"
org.apache.avro:avro,1.9.2,"1.11.2, 1.11.1, 1.11.0, 1.10.2, 1.10.1, 1.10.0",6,Minor
org.apache.avro:avro,1.9.2,"1.11.2, 1.11.1, 1.11.0, 1.10.2, 1.10.1, 1.10.0",6,Minor
org.apache.cxf:cxf-core,3.5.5,"4.0.2, 4.0.1, 4.0.0, 3.6.1, 3.6.0, 3.5.6",6,"Major, Minor, Patch"
org.apache.cxf:cxf-rt-bindings-soap,3.5.5,"4.0.2, 4.0.1, 4.0.0, 3.6.1, 3.6.0, 3.5.6",6,"Major, Minor, Patch"
org.apache.cxf:cxf-rt-bindings-xml,3.5.5,"4.0.2, 4.0.1, 4.0.0, 3.6.1, 3.6.0, 3.5.6",6,"Major, Minor, Patch"
org.apache.cxf:cxf-rt-databinding-jaxb,3.5.5,"4.0.2, 4.0.1, 4.0.0, 3.6.1, 3.6.0, 3.5.6",6,"Major, Minor, Patch"
org.apache.cxf:cxf-rt-frontend-jaxws,3.5.5,"4.0.2, 4.0.1, 4.0.0, 3.6.1, 3.6.0, 3.5.6",6,"Major, Minor, Patch"
org.apache.cxf:cxf-rt-frontend-simple,3.5.5,"4.0.2, 4.0.1, 4.0.0, 3.6.1, 3.6.0, 3.5.6",6,"Major, Minor, Patch"
org.apache.cxf:cxf-rt-transports-http-hc,3.5.5,"4.0.2, 4.0.1, 4.0.0, 3.6.1, 3.6.0, 3.5.6",6,"Major, Minor, Patch"
org.apache.cxf:cxf-rt-transports-http,3.5.5,"4.0.2, 4.0.1, 4.0.0, 3.6.1, 3.6.0, 3.5.6",6,"Major, Minor, Patch"
org.apache.cxf:cxf-rt-ws-addr,3.5.5,"4.0.2, 4.0.1, 4.0.0, 3.6.1, 3.6.0, 3.5.6",6,"Major, Minor, Patch"
org.apache.cxf:cxf-rt-ws-policy,3.5.5,"4.0.2, 4.0.1, 4.0.0, 3.6.1, 3.6.0, 3.5.6",6,"Major, Minor, Patch"
org.apache.cxf:cxf-rt-wsdl,3.5.5,"4.0.2, 4.0.1, 4.0.0, 3.6.1, 3.6.0, 3.5.6",6,"Major, Minor, Patch"
org.cryptacular:cryptacular,1.1.4,"1.2.5, 1.2.4, 1.2.3, 1.2.2, 1.2.1, 1.2.0",6,Minor
org.glassfish:jakarta.el,3.0.4,"5.0.0-M1, 4.0.2, 4.0.1, 4.0.0-RC2, 4.0.0-RC1, 4.0.0",6,Major
org.elasticsearch.client:elasticsearch-rest-high-level-client,7.17.7,"8.0.0-alpha2, 8.0.0-alpha1, 7.17.9, 7.17.8, 7.17.11, 7.17.10",6,"Major, Patch"
org.hamcrest:hamcrest-core,1.3,"2.2-rc1, 2.2, 2.1-rc4, 2.1-rc3, 2.1-rc2, 2.1",6,Major
org.jboss.marshalling:jboss-marshalling-river,2.0.9.Final,"2.1.1.Final, 2.1.0.Final, 2.0.13.Final, 2.0.12.Final, 2.0.11.Final, 2.0.10.Final",6,"Minor, Patch"
org.jboss.marshalling:jboss-marshalling,2.0.9.Final,"2.1.1.Final, 2.1.0.Final, 2.0.13.Final, 2.0.12.Final, 2.0.11.Final, 2.0.10.Final",6,"Minor, Patch"
org.passay:passay,1.3.1,"1.6.3, 1.6.2, 1.6.1, 1.6.0, 1.5.0, 1.4.0",6,Minor
xpp3:xpp3,1.1.3.3,"1.1.4c, 1.1.3.4.O, 1.1.3.4-RC8, 1.1.3.4-RC3, 1.1.3.4, 1.1.3.3_min",6,Patch
com.carrotsearch:hppc,0.8.1,"0.9.1, 0.9.0.RC2, 0.9.0.RC1, 0.9.0, 0.8.2",5,"Minor, Patch"
com.google.apis:google-api-services-cloudbilling,v1-rev56-1.25.0,"v1beta-rev20230501-2.0.0, v1beta-rev20230402-2.0.0, v1beta-rev20230130-2.0.0, v1beta-rev20221206-2.0.0, v1beta-rev20220908-2.0.0",5,Major
com.google.inject.extensions:guice-assistedinject,5.1.0,"7.0.0-rc1, 7.0.0, 6.0.0-rc2, 6.0.0-rc1, 6.0.0",5,Major
com.google.inject:guice,5.1.0,"7.0.0-rc1, 7.0.0, 6.0.0-rc2, 6.0.0-rc1, 6.0.0",5,Major
com.mchange:mchange-commons-java,0.2.15,"0.2.20, 0.2.19, 0.2.18, 0.2.17, 0.2.16",5,Patch
com.sumologic.api.client:sumo-java-client,2.5,"2.9, 2.8, 2.7, 2.6, 2.10",5,Minor
com.sun.activation:jakarta.activation,1.2.2,"2.0.1, 2.0.0-rc1, 2.0.0-RC3, 2.0.0-RC2, 2.0.0",5,Major
io.dropwizard.modules:dropwizard-protobuf,2.0.12-1,"4.0.0-1, 3.0.0-1, 2.1.6-1, 2.1.4-1, 2.0.7-1",5,"Major, Minor, Patch"
io.specto:hoverfly-java,0.13.1,"0.14.4, 0.14.3, 0.14.2, 0.14.1, 0.14.0",5,Minor
jakarta.servlet:jakarta.servlet-api,4.0.3,"6.0.0, 5.0.0-M2, 5.0.0-M1, 5.0.0, 4.0.4",5,"Major, Patch"
org.apache.commons:commons-csv,1.5,"1.9.0, 1.8, 1.7, 1.6, 1.10.0",5,Minor
org.apache.logging.log4j:log4j-api,2.17.1,"3.0.0-alpha1, 2.20.0, 2.19.0, 2.18.0, 2.17.2",5,"Major, Minor, Patch"
org.apache.logging.log4j:log4j-to-slf4j,2.17.1,"3.0.0-alpha1, 2.20.0, 2.19.0, 2.18.0, 2.17.2",5,"Major, Minor, Patch"
org.codehaus.mojo:animal-sniffer-annotations,1.18,"1.23, 1.22, 1.21, 1.20, 1.19",5,Minor
org.coursera:metrics-datadog,1.1.13,"2.0.0-RC2, 2.0.0-RC1, 1.1.14-RC2, 1.1.14-RC1, 1.1.14",5,"Major, Patch"
org.glassfish.jersey.bundles.repackaged:jersey-guava,2.26-b03,"2.9.1, 2.9, 2.8, 2.7, 2.6",5,Minor
org.jacoco:org.jacoco.agent,0.8.5,"0.8.9, 0.8.8, 0.8.7, 0.8.6, 0.8.10",5,Patch
org.objenesis:objenesis,2.6,"3.3, 3.2, 3.1, 3.0.1, 3.0",5,Major
org.reactivestreams:reactive-streams,1.0.2,"1.0.4, 1.0.3-RC1, 1.0.3, 1.0.2-RC2, 1.0.2-RC1",5,Patch
org.springframework.guice:spring-guice,1.1.3.RELEASE,"2.0.3, 2.0.2, 2.0.1, 2.0.0, 1.1.4.RELEASE",5,"Major, Patch"
ru.vyarus:guice-validator,1.2.0,"3.0.2, 3.0.1, 3.0.0, 2.0.1, 2.0.0",5,Major
com.cronutils:cron-utils,9.1.6,"9.2.1, 9.2.0, 9.1.8, 9.1.7",4,"Minor, Patch"
com.google.code.gson:gson,2.8.9,"2.9.1, 2.9.0, 2.10.1, 2.10",4,Minor
com.google.guava:guava,32.0.1-jre,"32.1.1-jre, 32.1.1-android, 32.1.0-jre, 32.1.0-android",4,Minor
com.graphql-java:graphql-java,12.0,"20.4, 20.3, 19.6, 18.6",4,Major
com.smoketurner:dropwizard-swagger,2.0.12-1,"4.0.0-1, 3.0.0-1, 2.1.6-1, 2.1.4-1",4,"Major, Minor"
com.squareup.retrofit2:adapter-rxjava,2.7.2,"2.9.0, 2.8.2, 2.8.1, 2.8.0",4,Minor
com.sun.mail:javax.mail,1.6.0,"1.6.2, 1.6.1, 1.6.0-rc2, 1.6.0-rc1",4,Patch
com.typesafe:config,1.3.4,"1.4.2, 1.4.1, 1.4.0, 1.3.5-RC1",4,"Minor, Patch"
commons-collections:commons-collections,3.2.2,"20040616, 20040102.233541, 20031027.000000, 20030418.083655",4,Major
commons-lang:commons-lang,2.3,"20030203.000129, 2.6, 2.5, 2.4",4,"Major, Minor"
de.javakaffee:kryo-serializers,0.41,"0.45, 0.44, 0.43, 0.42",4,Minor
es.moki.ratelimitj:ratelimitj-core,0.6.0,"0.7.0-RC3, 0.7.0-RC2, 0.7.0-RC1, 0.7.0",4,Minor
guru.nidi:graphviz-java,0.16.3,"0.18.1, 0.18.0, 0.17.1, 0.17.0",4,Minor
guru.nidi:graphviz-rough,0.16.3,"0.18.1, 0.18.0, 0.17.1, 0.17.0",4,Minor
io.github.resilience4j:resilience4j-retrofit,1.5.0,"1.7.1, 1.7.0, 1.6.1, 1.6.0",4,Minor
io.leangen.graphql:spqr,0.11.2,"0.12.3, 0.12.2, 0.12.1, 0.12.0",4,Minor
jakarta.validation:jakarta.validation-api,2.0.2,"3.0.2, 3.0.1, 3.0.0-M1, 3.0.0",4,Major
javax.cache:cache-api,1.0.0,"1.1.1, 1.1.0, 1.0.0-RC1, 1.0.0-PFD",4,"Minor, Patch"
javax.xml.bind:jaxb-api,2.3.0,"2.4.0-b180830.0359, 2.4.0-b180725.0427, 2.3.1, 2.3.0-b170201.1204",4,"Minor, Patch"
net.bytebuddy:byte-buddy,1.14.1,"1.14.5, 1.14.4, 1.14.3, 1.14.2",4,Patch
net.openhft:compiler,2.3.4,"2.4.1, 2.4.0, 2.3.6, 2.3.5",4,"Minor, Patch"
org.apache.commons:commons-jexl3,3.0,"3.3, 3.2.1, 3.2, 3.1",4,Minor
org.apache.httpcomponents:httpcore-nio,4.4.14,"4.4.16, 4.4.15, 4.4-beta1, 4.4-alpha1",4,"Minor, Patch"
org.apache.httpcomponents:httpcore,4.4.14,"4.4.16, 4.4.15, 4.4-beta1, 4.4-alpha1",4,"Minor, Patch"
org.javassist:javassist,3.27.0-GA,"3.29.2-GA, 3.29.1-GA, 3.29.0-GA, 3.28.0-GA",4,Minor
org.elasticsearch.plugin:aggs-matrix-stats-client,7.17.7,"7.17.9, 7.17.8, 7.17.11, 7.17.10",4,Patch
org.elasticsearch.plugin:lang-mustache-client,7.17.7,"7.17.9, 7.17.8, 7.17.11, 7.17.10",4,Patch
org.elasticsearch.plugin:mapper-extras-client,7.17.7,"7.17.9, 7.17.8, 7.17.11, 7.17.10",4,Patch
org.elasticsearch.plugin:parent-join-client,7.17.7,"7.17.9, 7.17.8, 7.17.11, 7.17.10",4,Patch
org.elasticsearch.plugin:rank-eval-client,7.17.7,"7.17.9, 7.17.8, 7.17.11, 7.17.10",4,Patch
org.freemarker:freemarker,2.3.28,"2.3.32, 2.3.31, 2.3.30, 2.3.29",4,Patch
org.jfree:jfreechart,1.5.0,"1.5.4, 1.5.3, 1.5.2, 1.5.1",4,Patch
org.opensaml:opensaml-core,3.4.3,"4.0.1, 4.0.0, 3.4.6, 3.4.5",4,"Major, Patch"
org.opensaml:opensaml-messaging-api,3.4.3,"4.0.1, 4.0.0, 3.4.6, 3.4.5",4,"Major, Patch"
org.opensaml:opensaml-profile-api,3.4.3,"4.0.1, 4.0.0, 3.4.6, 3.4.5",4,"Major, Patch"
org.opensaml:opensaml-saml-api,3.4.3,"4.0.1, 4.0.0, 3.4.6, 3.4.5",4,"Major, Patch"
org.opensaml:opensaml-security-api,3.4.3,"4.0.1, 4.0.0, 3.4.6, 3.4.5",4,"Major, Patch"
org.opensaml:opensaml-security-impl,3.4.3,"4.0.1, 4.0.0, 3.4.6, 3.4.5",4,"Major, Patch"
org.opensaml:opensaml-soap-api,3.4.3,"4.0.1, 4.0.0, 3.4.6, 3.4.5",4,"Major, Patch"
org.opensaml:opensaml-soap-impl,3.4.3,"4.0.1, 4.0.0, 3.4.6, 3.4.5",4,"Major, Patch"
org.opensaml:opensaml-storage-api,3.4.3,"4.0.1, 4.0.0, 3.4.6, 3.4.5",4,"Major, Patch"
org.opensaml:opensaml-xmlsec-api,3.4.3,"4.0.1, 4.0.0, 3.4.6, 3.4.5",4,"Major, Patch"
org.opensaml:opensaml-xmlsec-impl,3.4.3,"4.0.1, 4.0.0, 3.4.6, 3.4.5",4,"Major, Patch"
com.bettercloud:vault-java-driver,4.0.0,"5.1.0, 5.0.0, 4.1.0",3,"Major, Minor"
com.bugsnag:bugsnag,3.6.2,"3.7.0, 3.6.4, 3.6.3",3,"Minor, Patch"
com.esotericsoftware:reflectasm,1.11.6,"1.11.9, 1.11.8, 1.11.7",3,Patch
com.fasterxml.uuid:java-uuid-generator,4.0.1,"4.2.0, 4.1.1, 4.1.0",3,Minor
com.github.spullara.mustache.java:compiler,0.9.5,"0.9.7, 0.9.6, 0.9.10",3,Patch
com.google.auto.service:auto-service,1.0-rc6,"1.1.1, 1.1.0, 1.0-rc7",3,Minor
com.google.code.findbugs:annotations,3.0.0,"3.0.1u2, 3.0.1u1, 3.0.1",3,Patch
commons-beanutils:commons-beanutils,1.9.4,"20030211.134440, 20021128.082114, 20020520",3,Major
commons-dbcp:commons-dbcp,1.4,"20030825.184428, 20030821.193421, 20030818.201141",3,Major
commons-logging:commons-logging,1.1.1,"1.2, 1.1.3, 1.1.2",3,"Minor, Patch"
commons-net:commons-net,3.9.0,"20030805.205232, 20030623.125255, 20030211.160026",3,Major
net.jodah:expiringmap,0.5.7,"0.5.9, 0.5.8, 0.5.10",3,Patch
net.shibboleth.utilities:java-support,7.5.0,"8.0.0, 7.5.2, 7.5.1",3,"Major, Patch"
org.apache.commons:commons-collections4,4.1,"4.4, 4.3, 4.2",3,Minor
org.codehaus.groovy:groovy,3.0.15,"3.0.18, 3.0.17, 3.0.16",3,Patch
org.hdrhistogram:HdrHistogram,2.1.9,"2.1.12, 2.1.11, 2.1.10",3,Patch
org.jsr107.ri:cache-annotations-ri-common,1.0.0,"1.1.1, 1.1.0, 1.0.0-RC1",3,"Minor, Patch"
org.jsr107.ri:cache-annotations-ri-guice,1.0.0,"1.1.1, 1.1.0, 1.0.0-RC1",3,"Minor, Patch"
org.lz4:lz4-java,1.6.0,"1.8.0, 1.7.1, 1.7.0",3,Minor
org.lz4:lz4-java,1.6.0,"1.8.0, 1.7.1, 1.7.0",3,Minor
org.quartz-scheduler:quartz,2.3.2,"2.5.0-rc1, 2.4.0-rc2, 2.4.0-rc1",3,Minor
org.zeroturnaround:zt-exec,1.9,"1.12, 1.11, 1.10",3,Minor
com.esotericsoftware.yamlbeans:yamlbeans,1.13,"1.15, 1.14",2,Minor
com.esotericsoftware:minlog,1.3.0,"1.3.1, 1.3-SNAPHOT",2,"Minor, Patch"
com.fasterxml.woodstox:woodstox-core,6.4.0,"6.5.1, 6.5.0",2,Minor
com.fasterxml:classmate,1.4.0,"1.5.1, 1.5.0",2,Minor
com.healthmarketscience.sqlbuilder:sqlbuilder,3.0.0,"3.0.2, 3.0.1",2,Patch
com.j256.two-factor-auth:two-factor-auth,1.0,"1.3, 1.2",2,Minor
com.nimbusds:lang-tag,1.5,"1.7, 1.6",2,Minor
org.asynchttpclient:async-http-client,2.12.3,"3.0.0.Beta2, 3.0.0.Beta1",2,Major
com.palominolabs.metrics:metrics-guice,3.2.0,"5.0.1, 3.2.2",2,"Major, Patch"
commons-codec:commons-codec,1.15,"20041127.091804, 1.16.0",2,"Major, Minor"
es.moki.ratelimitj:ratelimitj-inmemory,0.6.0,"0.7.0-RC1, 0.7.0",2,Minor
io.github.benas:random-beans,3.7.0,"3.9.0, 3.8.0",2,Minor
io.reactivex.rxjava2:rxjava,2.2.19,"2.2.21, 2.2.20",2,Patch
net.arnx:nashorn-promise,0.1.1,"0.1.3, 0.1.2",2,Patch
net.engio:mbassador,1.3.0,"1.3.2, 1.3.1",2,Patch
org.apache.commons:commons-compress,1.21,"1.23.0, 1.22",2,Minor
org.apache.commons:commons-lang3,3.10,"3.12.0, 3.11",2,Minor
org.apache.httpcomponents:httpasyncclient,4.1.4,"4.1.5, 4.1-beta1",2,"Minor, Patch"
org.atmosphere:wasync,3.0.0,"3.0.2, 3.0.1",2,Patch
org.codehaus.jackson:jackson-core-asl,1.9.11,"1.9.13, 1.9.12",2,Patch
org.elasticsearch:jna,5.5.0,"5.7.0-1, 5.7.0",2,Minor
xml-apis:xml-apis,1.4.01,"2.0.2, 2.0.0",2,Major
com.fasterxml.jackson.core:jackson-annotations,2.15.1,2.15.2,1,Patch
com.fasterxml.jackson.core:jackson-core,2.15.1,2.15.2,1,Patch
com.fasterxml.jackson.core:jackson-databind,2.15.1,2.15.2,1,Patch
com.fasterxml.jackson.dataformat:jackson-dataformat-cbor,2.15.1,2.15.2,1,Patch
com.fasterxml.jackson.dataformat:jackson-dataformat-smile,2.15.1,2.15.2,1,Patch
com.fasterxml.jackson.dataformat:jackson-dataformat-xml,2.15.1,2.15.2,1,Patch
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,2.15.1,2.15.2,1,Patch
com.fasterxml.jackson.datatype:jackson-datatype-guava,2.15.1,2.15.2,1,Patch
com.fasterxml.jackson.datatype:jackson-datatype-jdk8,2.15.1,2.15.2,1,Patch
com.fasterxml.jackson.datatype:jackson-datatype-joda,2.15.1,2.15.2,1,Patch
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,2.15.1,2.15.2,1,Patch
com.fasterxml.jackson.jaxrs:jackson-jaxrs-base,2.15.1,2.15.2,1,Patch
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,2.15.1,2.15.2,1,Patch
com.fasterxml.jackson.jaxrs:jackson-jaxrs-yaml-provider,2.15.1,2.15.2,1,Patch
com.fasterxml.jackson.module:jackson-module-afterburner,2.15.1,2.15.2,1,Patch
com.fasterxml.jackson.module:jackson-module-jaxb-annotations,2.15.1,2.15.2,1,Patch
com.fasterxml.jackson.module:jackson-module-jsonSchema,2.15.1,2.15.2,1,Patch
com.fasterxml.jackson.module:jackson-module-parameter-names,2.15.1,2.15.2,1,Patch
com.github.mifmif:generex,1.0.1,1.0.2,1,Patch
com.google.apis:google-api-services-cloudcommerceprocurement,v1-rev20190531-1.25.0,v1-rev20210417-1.31.0,1,Major
com.google.j2objc:j2objc-annotations,1.3,2.8,1,Major
com.google.oauth-client:google-oauth-client,1.34.0,1.34.1,1,Patch
com.hierynomus:sshj,0.34.0,0.35.0,1,Minor
com.tdunning:t-digest,3.2,3.3,1,Minor
commons-cli:commons-cli,1.5.0,20040117.000000,1,Major
de.danielbechler:java-object-diff,0.94,0.95,1,Minor
de.skuzzle:semantic-version,2.1.0,2.1.1,1,Patch
io.fabric8:fabric8-utils,3.0.11,3.0.12,1,Patch
javax.activation:activation,1.1.1,1.1-rev-1,1,Minor
javax.annotation:javax.annotation-api,1.3.1,1.3.2,1,Patch
javax.validation:validation-api,2.0.0.Final,2.0.1.Final,1,Patch
javax.xml.soap:javax.xml.soap-api,1.4.0,1.4.0-b01,1,Patch
net.minidev:json-smart,2.4.10,2.4.11,1,Patch
net.sourceforge.argparse4j:argparse4j,0.8.1,0.9.0,1,Minor
org.apache.geronimo.specs:geronimo-ws-metadata_2.0_spec,1.1.3,1.1-M1,1,Minor
org.apache.httpcomponents:fluent-hc,4.5.13,4.5.14,1,Patch
org.apache.httpcomponents:httpclient,4.5.13,4.5.14,1,Patch
org.apache.httpcomponents:httpmime,4.5.13,4.5.14,1,Patch
org.apache.lucene:lucene-analyzers-common,8.11.1,8.11.2,1,Patch
org.apache.neethi:neethi,3.1.1,3.2.0,1,Minor
org.apache.sshd:sshd-core,2.9.2,2.10.0,1,Minor
org.apache.sshd:sshd-common,2.9.2,2.10.0,1,Minor
org.apache.sshd:sshd-scp,2.9.2,2.10.0,1,Minor
org.apache.ws.xmlschema:xmlschema-core,2.2.5,2.3.0,1,Minor
org.atteo:evo-inflector,1.2.2,1.3,1,Minor
org.cloudfoundry:cloudfoundry-client-reactor,5.9.0.RELEASE,5.10.0.RELEASE,1,Minor
org.cloudfoundry:cloudfoundry-client,5.9.0.RELEASE,5.10.0.RELEASE,1,Minor
org.cloudfoundry:cloudfoundry-operations,5.9.0.RELEASE,5.10.0.RELEASE,1,Minor
org.cloudfoundry:cloudfoundry-util,5.9.0.RELEASE,5.10.0.RELEASE,1,Minor
org.conscrypt:conscrypt-openjdk-uber,2.5.1,2.5.2,1,Patch
org.jfrog.artifactory.client:artifactory-java-client-api,2.13.1,2.14.0,1,Minor
org.jfrog.artifactory.client:artifactory-java-client-httpClient,2.13.1,2.14.0,1,Minor
org.jfrog.artifactory.client:artifactory-java-client-services,2.13.1,2.14.0,1,Minor
org.json:json,20230227,20230618,1,Major
org.mozilla:rhino,1.7R4,1.7R5,1,Minor
org.projectlombok:lombok,1.18.26,1.18.28,1,Patch
com.amazonaws:aws-encryption-sdk-java,2.3.3,2.4.0,1,Minor
stax:stax,1.2.0,1.2.0_rc2-dev,1,Patch
aopalliance:aopalliance,1.0,,0,None
ch.qos.logback.contrib:logback-jackson,0.1.5,,0,None
ch.qos.logback.contrib:logback-json-classic,0.1.5,,0,None
ch.qos.logback.contrib:logback-json-core,0.1.5,,0,None
com.deftlabs:mongo-java-distributed-lock,0.1.7,,0,None
com.eclipsesource.j2v8:j2v8_macosx_x86_64,4.6.0,,0,None
com.github.allbegray:slack-api,v1.3.0.RELEASE,,0,None
com.github.daniel-shuy:kafka-protobuf-serde,2.2.0,,0,None
com.github.daniel-shuy:kafka-protobuf-serde,2.2.0,,0,None
com.github.dirkraft.dropwizard-file-assets:dropwizard-file-assets,0.0.2,,0,None
com.github.heremaps:oksse,0.9.0,,0,None
com.github.rutledgepaulv:rest-query-engine,0.7.1,,0,None
com.github.stephenc.jcip:jcip-annotations,1.0-1,,0,None
com.github.zafarkhaja:java-semver,0.9.0,,0,None
com.google.android:annotations,4.1.1.4,,0,None
com.google.apis:google-api-services-compute,v1-rev213-1.25.0,,0,None
com.google.apis:google-api-services-logging,v2-rev631-1.25.0,,0,None
com.google.apis:google-api-services-monitoring,v3-rev477-1.25.0,,0,None
com.google.code.findbugs:jsr305,3.0.2,,0,None
com.google.inject.extensions:guice-multibindings,4.2.3,,0,None
com.helger:profiler,1.1.1,,0,None
com.hierynomus:asn-one,0.6.0,,0,None
com.hierynomus:smbj,0.11.5,,0,None
com.intellij:annotations,12.0,,0,None
com.jakewharton.retrofit:retrofit1-okhttp3-client,1.1.0,,0,None
com.jakewharton.retrofit:retrofit2-reactor-adapter,2.1.0,,0,None
com.jcraft.harness:jsch-0-1-54-harness-patch,1.1,,0,None
com.jcraft:jzlib,1.1.3,,0,None
com.mashape.unirest:unirest-java,1.4.9,,0,None
com.novemberain:quartz-mongodb,2.2.0-rc2,,0,None
com.offbytwo.jenkins:jenkins-client,0.3.9,,0,None
com.papertrail:profiler,1.0.2,,0,None
com.segment.backo:backo,1.0.0,,0,None
com.splunk:splunk,1.6.3.0,,0,None
com.spotify:docker-client,8.16.0,,0,None
com.spotify:docker-client,8.16.0,,0,None
com.squareup.retrofit2:converter-protobuf,2.9.0,,0,None
com.squareup.retrofit2:converter-scalars,2.9.0,,0,None
com.thoughtworks.proxytoys:proxytoys,1.0,,0,None
com.zaxxer:HikariCP-java7,2.4.13,,0,None
commons-digester:commons-digester,2.1,,0,None
commons-validator:commons-validator,1.7,,0,None
de.jkeylockmanager:jkeylockmanager,2.1.0,,0,None
dk.brics.automaton:automaton,1.11-8,,0,None
guru.nidi.com.kitfox:svgSalamander,1.1.3,,0,None
io.cloudsoft.windows:winrm4j-client,0.12.3,,0,None
io.cloudsoft.windows:winrm4j,0.12.3,,0,None
io.confluent:common-config,5.5.1,,0,None
io.confluent:common-config,5.5.1,,0,None
io.confluent:common-utils,5.5.1,,0,None
io.confluent:common-utils,5.5.1,,0,None
io.confluent:kafka-protobuf-provider,5.5.1,,0,None
io.confluent:kafka-protobuf-provider,5.5.1,,0,None
io.confluent:kafka-protobuf-serializer,5.5.1,,0,None
io.confluent:kafka-protobuf-serializer,5.5.1,,0,None
io.confluent:kafka-schema-registry-client,5.5.1,,0,None
io.confluent:kafka-schema-registry-client,5.5.1,,0,None
io.confluent:kafka-schema-serializer,5.5.1,,0,None
io.confluent:kafka-schema-serializer,5.5.1,,0,None
io.dropwizard-bundles:dropwizard-configurable-assets-bundle,1.3.5,,0,None
io.fabric8:kubernetes-api,3.0.12,,0,None
io.fabric8:zjsonpatch,0.3.0,,0,None
io.harness.cv:data-collection-dsl,0.62-RELEASE,,0,None
io.jsonwebtoken:jjwt,0.9.1,,0,None
io.kubernetes:client-java-api,18.0.0,,0,None
io.kubernetes:client-java-extended,18.0.0,,0,None
io.kubernetes:client-java-proto,18.0.0,,0,None
io.kubernetes:client-java,18.0.0,,0,None
io.kubernetes:client-java-api-fluent,18.0.0,,0,None
io.reactivex:rxjava,1.3.8,,0,None
javax.activation:javax.activation-api,1.2.0,,0,None
javax.inject:javax.inject,1,,0,None
javax.xml.ws:jaxws-api,2.3.1,,0,None
javax:javaee-api,8.0,,0,None
net.i2p.crypto:eddsa,0.3.0,,0,None
net.jcip:jcip-annotations,1.0,,0,None
net.rcarz:jira-client,0.9-SNAPSHOT,,0,None
net.sf.ezmorph:ezmorph,1.0.6,,0,None
net.sf.opencsv:opencsv,2.3,,0,None
org.apache.commons:commons-email,1.5,,0,None
org.apache.commons:commons-exec,1.3,,0,None
org.apache.commons:commons-io,1.3.2,,0,None
org.apache.commons:commons-math3,3.6.1,,0,None
org.apache.commons:commons-text,1.10.0,,0,None
org.apache.geronimo.specs:geronimo-jta_1.1_spec,1.1.1,,0,None
org.bitbucket.b_c:jose4j,0.9.3,,0,None
org.bouncycastle:bcpg-jdk15on,1.70,,0,None
org.bouncycastle:bcpkix-jdk15on,1.70,,0,None
org.bouncycastle:bcprov-ext-jdk15on,1.70,,0,None
org.bouncycastle:bcprov-jdk15on,1.70,,0,None
org.checkerframework:checker-compat-qual,2.5.5,,0,None
org.codehaus.woodstox:stax2-api,4.2,,0,None
org.eclipse.jetty.toolchain.setuid:jetty-setuid-java,1.0.4,,0,None
org.eclipse.jetty.websocket:websocket-api,9.4.51.v20230217,,0,None
org.eclipse.jetty.websocket:websocket-client,9.4.51.v20230217,,0,None
org.eclipse.jetty.websocket:websocket-common,9.4.51.v20230217,,0,None
org.eclipse.jetty.websocket:websocket-server,9.4.51.v20230217,,0,None
org.eclipse.jetty:jetty-alpn-openjdk8-server,9.4.51.v20230217,,0,None
org.eclipse.jetty:jetty-continuation,9.4.51.v20230217,,0,None
org.glassfish.corba:glassfish-corba-orb,4.2.4,,0,None
org.glassfish.hk2.external:jakarta.inject,2.6.1,,0,None
org.hamcrest:hamcrest-all,1.3,,0,None
org.jboss.aerogear:aerogear-otp-java,1.0.0,,0,None
org.jboss.aerogear:aerogear-otp-java,1.0.0,,0,None
org.jboss.spec.javax.rmi:jboss-rmi-api_1.0_spec,1.0.6.Final,,0,None
org.mindrot:jbcrypt,0.4,,0,None
dev.morphia.morphia:core,1.6.1,,0,None
org.mortbay.jetty.alpn:alpn-boot,8.1.13.v20181017,,0,None
org.webjars.npm:viz.js-for-graphviz-java,2.1.3,,0,None
org.yaml:snakeyaml,2.0,,0,None
stax:stax-api,1.0.1,,0,None
wsdl4j:wsdl4j,1.6.3,,0,None
xerces:xercesImpl,2.12.2,,0,None
xml-resolver:xml-resolver,1.2,,0,None
io.harness:smp-license,1.0.11,,0,None
com.clickhouse:clickhouse-jdbc,0.4.6,,0,None
