Artifact,Current Version,Newer Versions,Num Newer Versions,Upgrades Available
org.eclipse.jetty:jetty-http,9.4.51.v20230217,"12.0.0.beta2, 12.0.0.beta1, 12.0.0.beta0, 12.0.0.alpha3, 12.0.0.alpha2, 12.0.0.alpha1, 12.0.0.alpha0, 11.0.9, 11.0.8, 11.0.7, 11.0.6, 11.0.5, 11.0.4, 11.0.3, 11.0.2, 11.0.15, 11.0.14, 11.0.13, 11.0.12, 11.0.11, 11.0.10, 10.0.9, 10.0.8, 10.0.7, 10.0.6, 10.0.5, 10.0.4, 10.0.3, 10.0.2, 10.0.15, 10.0.14, 10.0.13, 10.0.12, 10.0.11, 10.0.10",35,Major
org.eclipse.jetty:jetty-io,9.4.51.v20230217,"12.0.0.beta2, 12.0.0.beta1, 12.0.0.beta0, 12.0.0.alpha3, 12.0.0.alpha2, 12.0.0.alpha1, 12.0.0.alpha0, 11.0.9, 11.0.8, 11.0.7, 11.0.6, 11.0.5, 11.0.4, 11.0.3, 11.0.2, 11.0.15, 11.0.14, 11.0.13, 11.0.12, 11.0.11, 11.0.10, 10.0.9, 10.0.8, 10.0.7, 10.0.6, 10.0.5, 10.0.4, 10.0.3, 10.0.2, 10.0.15, 10.0.14, 10.0.13, 10.0.12, 10.0.11, 10.0.10",35,Major
org.eclipse.jetty:jetty-server,9.4.51.v20230217,"12.0.0.beta2, 12.0.0.beta1, 12.0.0.beta0, 12.0.0.alpha3, 12.0.0.alpha2, 12.0.0.alpha1, 12.0.0.alpha0, 11.0.9, 11.0.8, 11.0.7, 11.0.6, 11.0.5, 11.0.4, 11.0.3, 11.0.2, 11.0.15, 11.0.14, 11.0.13, 11.0.12, 11.0.11, 11.0.10, 10.0.9, 10.0.8, 10.0.7, 10.0.6, 10.0.5, 10.0.4, 10.0.3, 10.0.2, 10.0.15, 10.0.14, 10.0.13, 10.0.12, 10.0.11, 10.0.10",35,Major
org.eclipse.jetty:jetty-util,9.4.51.v20230217,"12.0.0.beta2, 12.0.0.beta1, 12.0.0.beta0, 12.0.0.alpha3, 12.0.0.alpha2, 12.0.0.alpha1, 12.0.0.alpha0, 11.0.9, 11.0.8, 11.0.7, 11.0.6, 11.0.5, 11.0.4, 11.0.3, 11.0.2, 11.0.15, 11.0.14, 11.0.13, 11.0.12, 11.0.11, 11.0.10, 10.0.9, 10.0.8, 10.0.7, 10.0.6, 10.0.5, 10.0.4, 10.0.3, 10.0.2, 10.0.15, 10.0.14, 10.0.13, 10.0.12, 10.0.11, 10.0.10",35,Major
org.eclipse.jetty:jetty-xml,9.4.51.v20230217,"12.0.0.beta2, 12.0.0.beta1, 12.0.0.beta0, 12.0.0.alpha3, 12.0.0.alpha2, 12.0.0.alpha1, 12.0.0.alpha0, 11.0.9, 11.0.8, 11.0.7, 11.0.6, 11.0.5, 11.0.4, 11.0.3, 11.0.2, 11.0.15, 11.0.14, 11.0.13, 11.0.12, 11.0.11, 11.0.10, 10.0.9, 10.0.8, 10.0.7, 10.0.6, 10.0.5, 10.0.4, 10.0.3, 10.0.2, 10.0.15, 10.0.14, 10.0.13, 10.0.12, 10.0.11, 10.0.10",35,Major
org.eclipse.jetty:jetty-security,9.4.51.v20230217,"12.0.0.beta2, 12.0.0.beta1, 11.0.9, 11.0.8, 11.0.7, 11.0.6, 11.0.5, 11.0.4, 11.0.3, 11.0.2, 11.0.15, 11.0.14, 11.0.13, 11.0.12, 11.0.11, 11.0.10, 11.0.1, 11.0.0, 10.0.9, 10.0.8, 10.0.7, 10.0.6, 10.0.5, 10.0.4, 10.0.3, 10.0.2, 10.0.15, 10.0.14, 10.0.13, 10.0.12, 10.0.11, 10.0.10, 10.0.1",33,Major
org.eclipse.jetty.http2:http2-common,9.4.51.v20230217,"11.0.9, 11.0.8, 11.0.7, 11.0.6, 11.0.5, 11.0.4, 11.0.3, 11.0.2, 11.0.15, 11.0.14, 11.0.13, 11.0.12, 11.0.11, 11.0.10, 11.0.1, 11.0.0, 10.0.9, 10.0.8, 10.0.7, 10.0.6, 10.0.5, 10.0.4, 10.0.3, 10.0.2, 10.0.15, 10.0.14, 10.0.13, 10.0.12, 10.0.11, 10.0.10, 10.0.1, 10.0.0",32,Major
org.eclipse.jetty.http2:http2-hpack,9.4.51.v20230217,"11.0.9, 11.0.8, 11.0.7, 11.0.6, 11.0.5, 11.0.4, 11.0.3, 11.0.2, 11.0.15, 11.0.14, 11.0.13, 11.0.12, 11.0.11, 11.0.10, 11.0.1, 11.0.0, 10.0.9, 10.0.8, 10.0.7, 10.0.6, 10.0.5, 10.0.4, 10.0.3, 10.0.2, 10.0.15, 10.0.14, 10.0.13, 10.0.12, 10.0.11, 10.0.10, 10.0.1, 10.0.0",32,Major
org.eclipse.jetty.http2:http2-server,9.4.51.v20230217,"11.0.9, 11.0.8, 11.0.7, 11.0.6, 11.0.5, 11.0.4, 11.0.3, 11.0.2, 11.0.15, 11.0.14, 11.0.13, 11.0.12, 11.0.11, 11.0.10, 11.0.1, 11.0.0, 10.0.9, 10.0.8, 10.0.7, 10.0.6, 10.0.5, 10.0.4, 10.0.3, 10.0.2, 10.0.15, 10.0.14, 10.0.13, 10.0.12, 10.0.11, 10.0.10, 10.0.1, 10.0.0",32,Major
org.eclipse.jetty.websocket:websocket-servlet,9.4.51.v20230217,"11.0.9, 11.0.8, 11.0.7, 11.0.6, 11.0.5, 11.0.4, 11.0.3, 11.0.2, 11.0.15, 11.0.14, 11.0.13, 11.0.12, 11.0.11, 11.0.10, 11.0.1, 11.0.0, 10.0.9, 10.0.8, 10.0.7, 10.0.6, 10.0.5, 10.0.4, 10.0.3, 10.0.2, 10.0.15, 10.0.14, 10.0.13, 10.0.12, 10.0.11, 10.0.10, 10.0.1, 10.0.0",32,Major
org.eclipse.jetty:jetty-servlet,9.4.51.v20230217,"11.0.9, 11.0.8, 11.0.7, 11.0.6, 11.0.5, 11.0.4, 11.0.3, 11.0.2, 11.0.15, 11.0.14, 11.0.13, 11.0.12, 11.0.11, 11.0.10, 11.0.1, 11.0.0, 10.0.9, 10.0.8, 10.0.7, 10.0.6, 10.0.5, 10.0.4, 10.0.3, 10.0.2, 10.0.15, 10.0.14, 10.0.13, 10.0.12, 10.0.11, 10.0.10, 10.0.1, 10.0.0",32,Major
org.eclipse.jetty:jetty-servlets,9.4.51.v20230217,"11.0.9, 11.0.8, 11.0.7, 11.0.6, 11.0.5, 11.0.4, 11.0.3, 11.0.2, 11.0.15, 11.0.14, 11.0.13, 11.0.12, 11.0.11, 11.0.10, 11.0.1, 11.0.0, 10.0.9, 10.0.8, 10.0.7, 10.0.6, 10.0.5, 10.0.4, 10.0.3, 10.0.2, 10.0.15, 10.0.14, 10.0.13, 10.0.12, 10.0.11, 10.0.10, 10.0.1, 10.0.0",32,Major
org.eclipse.jetty:jetty-webapp,9.4.51.v20230217,"11.0.9, 11.0.8, 11.0.7, 11.0.6, 11.0.5, 11.0.4, 11.0.3, 11.0.2, 11.0.15, 11.0.14, 11.0.13, 11.0.12, 11.0.11, 11.0.10, 11.0.1, 11.0.0, 10.0.9, 10.0.8, 10.0.7, 10.0.6, 10.0.5, 10.0.4, 10.0.3, 10.0.2, 10.0.15, 10.0.14, 10.0.13, 10.0.12, 10.0.11, 10.0.10, 10.0.1, 10.0.0",32,Major
com.networknt:json-schema-validator,1.0.54,"1.0.85, 1.0.84, 1.0.83, 1.0.82, 1.0.81, 1.0.80, 1.0.79, 1.0.78, 1.0.77, 1.0.76, 1.0.75, 1.0.74, 1.0.73, 1.0.72, 1.0.71, 1.0.70, 1.0.69, 1.0.68, 1.0.67, 1.0.66, 1.0.65, 1.0.64, 1.0.63, 1.0.62, 1.0.61, 1.0.60, 1.0.59, 1.0.58, 1.0.57, 1.0.56, 1.0.55",31,Patch
org.modelmapper:modelmapper,0.7.5,"3.1.1, 3.1.0, 3.0.0, 2.4.5, 2.4.4, 2.4.3, 2.4.2, 2.4.1, 2.4.0, 2.3.9, 2.3.8, 2.3.7, 2.3.6, 2.3.5, 2.3.4, 2.3.3, 2.3.2, 2.3.1, 2.3.0, 2.2.0, 2.1.1, 2.1.0, 2.0.0, 1.1.3, 1.1.2, 1.1.1, 1.1.0, 1.0.0, 0.7.8, 0.7.7, 0.7.6",31,"Major, Patch"
org.slf4j:jcl-over-slf4j,1.7.30,"2.0.7, 2.0.6, 2.0.5, 2.0.4, 2.0.3, 2.0.2, 2.0.1, 2.0.0-beta1, 2.0.0-beta0, 2.0.0-alpha7, 2.0.0-alpha6, 2.0.0-alpha5, 2.0.0-alpha4, 2.0.0-alpha3, 2.0.0-alpha2, 2.0.0-alpha1, 2.0.0-alpha0, 2.0.0, 1.8.0-beta4, 1.8.0-beta2, 1.8.0-beta1, 1.8.0-beta0, 1.8.0-alpha2, 1.8.0-alpha1, 1.8.0-alpha0, 1.7.36, 1.7.35, 1.7.34, 1.7.33, 1.7.32, 1.7.31",31,"Major, Minor, Patch"
org.slf4j:jul-to-slf4j,1.7.30,"2.0.7, 2.0.6, 2.0.5, 2.0.4, 2.0.3, 2.0.2, 2.0.1, 2.0.0-beta1, 2.0.0-beta0, 2.0.0-alpha7, 2.0.0-alpha6, 2.0.0-alpha5, 2.0.0-alpha4, 2.0.0-alpha3, 2.0.0-alpha2, 2.0.0-alpha1, 2.0.0-alpha0, 2.0.0, 1.8.0-beta4, 1.8.0-beta2, 1.8.0-beta1, 1.8.0-beta0, 1.8.0-alpha2, 1.8.0-alpha1, 1.8.0-alpha0, 1.7.36, 1.7.35, 1.7.34, 1.7.33, 1.7.32, 1.7.31",31,"Major, Minor, Patch"
org.slf4j:log4j-over-slf4j,1.7.30,"2.0.7, 2.0.6, 2.0.5, 2.0.4, 2.0.3, 2.0.2, 2.0.1, 2.0.0-beta1, 2.0.0-beta0, 2.0.0-alpha7, 2.0.0-alpha6, 2.0.0-alpha5, 2.0.0-alpha4, 2.0.0-alpha3, 2.0.0-alpha2, 2.0.0-alpha1, 2.0.0-alpha0, 2.0.0, 1.8.0-beta4, 1.8.0-beta2, 1.8.0-beta1, 1.8.0-beta0, 1.8.0-alpha2, 1.8.0-alpha1, 1.8.0-alpha0, 1.7.36, 1.7.35, 1.7.34, 1.7.33, 1.7.32, 1.7.31",31,"Major, Minor, Patch"
org.slf4j:slf4j-api,1.7.30,"2.0.7, 2.0.6, 2.0.5, 2.0.4, 2.0.3, 2.0.2, 2.0.1, 2.0.0-beta1, 2.0.0-beta0, 2.0.0-alpha7, 2.0.0-alpha6, 2.0.0-alpha5, 2.0.0-alpha4, 2.0.0-alpha3, 2.0.0-alpha2, 2.0.0-alpha1, 2.0.0-alpha0, 2.0.0, 1.8.0-beta4, 1.8.0-beta2, 1.8.0-beta1, 1.8.0-beta0, 1.8.0-alpha2, 1.8.0-alpha1, 1.8.0-alpha0, 1.7.36, 1.7.35, 1.7.34, 1.7.33, 1.7.32, 1.7.31",31,"Major, Minor, Patch"
javax.ws.rs:javax.ws.rs-api,2.0.1,"2.1.1, 2.1-m09, 2.1-m08, 2.1-m07, 2.1-m06, 2.1-m05, 2.1-m04, 2.1-m03, 2.1-m02, 2.1-m01, 2.1, 2.0-rc3, 2.0-rc2, 2.0-rc1, 2.0-m16, 2.0-m15, 2.0-m14, 2.0-m13, 2.0-m12, 2.0-m11, 2.0-m10, 2.0-m09, 2.0-m08, 2.0-m07, 2.0-m06, 2.0-m05, 2.0-m04, 2.0-m03, 2.0-m02, 2.0-m01",30,Minor
org.hibernate:hibernate-validator,6.1.5.Final,"8.0.1.Final, 8.0.0.Final, 8.0.0.CR3, 8.0.0.CR2, 8.0.0.CR1, 8.0.0.Alpha3, 8.0.0.Alpha2, 8.0.0.Alpha1, 7.0.5.Final, 7.0.4.Final, 7.0.3.Final, 7.0.2.Final, 7.0.1.Final, 7.0.0.Final, 7.0.0.CR1, 7.0.0.Alpha6, 7.0.0.Alpha5, 7.0.0.Alpha4, 7.0.0.Alpha3, 7.0.0.Alpha2, 7.0.0.Alpha1, 6.2.5.Final, 6.2.4.Final, 6.2.3.Final, 6.2.2.Final, 6.2.1.Final, 6.2.0.Final, 6.2.0.CR1, 6.1.7.Final, 6.1.6.Final",30,"Major, Minor, Patch"
org.ow2.asm:asm-analysis,5.0.4,"9.5, 9.4, 9.3, 9.2, 9.1, 9.0-beta, 9.0, 8.0.1, 8.0, 7.3.1, 7.3, 7.2-beta, 7.2, 7.1, 7.0-beta, 7.0, 6.2.1, 6.2, 6.1.1, 6.1-beta2, 6.1-beta, 6.1-alpha, 6.1, 6.0_BETA, 6.0_ALPHA, 6.0, 5.2, 5.1, 5.0_BETA, 5.0_ALPHA",30,"Major, Minor"
org.ow2.asm:asm-tree,5.0.4,"9.5, 9.4, 9.3, 9.2, 9.1, 9.0-beta, 9.0, 8.0.1, 8.0, 7.3.1, 7.3, 7.2-beta, 7.2, 7.1, 7.0-beta, 7.0, 6.2.1, 6.2, 6.1.1, 6.1-beta2, 6.1-beta, 6.1-alpha, 6.1, 6.0_BETA, 6.0_ALPHA, 6.0, 5.2, 5.1, 5.0_BETA, 5.0_ALPHA",30,"Major, Minor"
org.ow2.asm:asm-util,5.0.4,"9.5, 9.4, 9.3, 9.2, 9.1, 9.0-beta, 9.0, 8.0.1, 8.0, 7.3.1, 7.3, 7.2-beta, 7.2, 7.1, 7.0-beta, 7.0, 6.2.1, 6.2, 6.1.1, 6.1-beta2, 6.1-beta, 6.1-alpha, 6.1, 6.0_BETA, 6.0_ALPHA, 6.0, 5.2, 5.1, 5.0_BETA, 5.0_ALPHA",30,"Major, Minor"
org.ow2.asm:asm,5.0.4,"9.5, 9.4, 9.3, 9.2, 9.1, 9.0-beta, 9.0, 8.0.1, 8.0, 7.3.1, 7.3, 7.2-beta, 7.2, 7.1, 7.0-beta, 7.0, 6.2.1, 6.2, 6.1.1, 6.1-beta2, 6.1-beta, 6.1-alpha, 6.1, 6.0_BETA, 6.0_ALPHA, 6.0, 5.2, 5.1, 5.0_BETA, 5.0_ALPHA",30,"Major, Minor"
com.google.http-client:google-http-client-appengine,1.34.1,"1.43.3, 1.43.2, 1.43.1, 1.43.0, 1.42.3, 1.42.2, 1.42.1, 1.42.0, 1.41.8, 1.41.7, 1.41.6, 1.41.5, 1.41.4, 1.41.3, 1.41.2, 1.41.1, 1.41.0, 1.40.1, 1.40.0, 1.39.2-sp.1, 1.39.2, 1.39.1, 1.39.0, 1.38.1, 1.38.0, 1.37.0, 1.36.0, 1.35.0, 1.34.2",29,"Minor, Patch"
com.google.http-client:google-http-client-jackson2,1.34.1,"1.43.3, 1.43.2, 1.43.1, 1.43.0, 1.42.3, 1.42.2, 1.42.1, 1.42.0, 1.41.8, 1.41.7, 1.41.6, 1.41.5, 1.41.4, 1.41.3, 1.41.2, 1.41.1, 1.41.0, 1.40.1, 1.40.0, 1.39.2-sp.1, 1.39.2, 1.39.1, 1.39.0, 1.38.1, 1.38.0, 1.37.0, 1.36.0, 1.35.0, 1.34.2",29,"Minor, Patch"
com.google.http-client:google-http-client,1.34.1,"1.43.3, 1.43.2, 1.43.1, 1.43.0, 1.42.3, 1.42.2, 1.42.1, 1.42.0, 1.41.8, 1.41.7, 1.41.6, 1.41.5, 1.41.4, 1.41.3, 1.41.2, 1.41.1, 1.41.0, 1.40.1, 1.40.0, 1.39.2-sp.1, 1.39.2, 1.39.1, 1.39.0, 1.38.1, 1.38.0, 1.37.0, 1.36.0, 1.35.0, 1.34.2",29,"Minor, Patch"
com.hubspot.jackson:jackson-datatype-protobuf,0.9.11-jackson2.7,"0.9.9-preJackson2.7-proto3, 0.9.9-preJackson2.7-proto2, 0.9.9-jackson2.9-proto3, 0.9.9-jackson2.9-proto2, 0.9.9-jackson2.8-proto3, 0.9.9-jackson2.8-proto2, 0.9.9-jackson2.7-proto3, 0.9.9-jackson2.7-proto2, 0.9.8-preJackson2.7-proto3, 0.9.8-preJackson2.7-proto2, 0.9.8-jackson2.9-proto3, 0.9.8-jackson2.9-proto2, 0.9.8-jackson2.8-proto3, 0.9.8-jackson2.8-proto2, 0.9.8-jackson2.7-proto3, 0.9.8-jackson2.7-proto2, 0.9.7-preJackson2.7-proto2, 0.9.7-jackson2.9-proto2, 0.9.7-jackson2.8-proto2, 0.9.7-jackson2.7-proto2, 0.9.6-preJackson2.7, 0.9.5, 0.9.4, 0.9.3, 0.9.2, 0.9.13, 0.9.12, 0.9.11-jackson2.9, 0.9.11-jackson2.8",29,Patch
org.glassfish.hk2.external:javax.inject,2.5.0-b32,"2.5.0-b62, 2.5.0-b61, 2.5.0-b60, 2.5.0-b59, 2.5.0-b58, 2.5.0-b57, 2.5.0-b56, 2.5.0-b55, 2.5.0-b54, 2.5.0-b53, 2.5.0-b52, 2.5.0-b51, 2.5.0-b50, 2.5.0-b49, 2.5.0-b48, 2.5.0-b47, 2.5.0-b46, 2.5.0-b45, 2.5.0-b44, 2.5.0-b43, 2.5.0-b42, 2.5.0-b41, 2.5.0-b40, 2.5.0-b38, 2.5.0-b37, 2.5.0-b36, 2.5.0-b35, 2.5.0-b34, 2.5.0-b33",29,Patch
org.glassfish.jaxb:jaxb-runtime,2.3.2,"4.0.3, 4.0.2, 4.0.1, 4.0.0-M4, 4.0.0-M3, 4.0.0-M2, 4.0.0-M1, 4.0.0, 3.1.0-M1, 3.0.2-b01, 3.0.2, 3.0.1-b02, 3.0.1, 3.0.0-M5, 3.0.0-M4, 3.0.0-M3, 3.0.0-M2, 3.0.0-M1, 3.0.0, 2.4.0-b180830.0438, 2.4.0-b180725.0644, 2.3.8, 2.3.7, 2.3.6, 2.3.5, 2.3.4, 2.3.3-b02, 2.3.3-b01, 2.3.3",29,"Major, Minor, Patch"
org.glassfish.jaxb:txw2,2.3.2,"4.0.3, 4.0.2, 4.0.1, 4.0.0-M4, 4.0.0-M3, 4.0.0-M2, 4.0.0-M1, 4.0.0, 3.1.0-M1, 3.0.2-b01, 3.0.2, 3.0.1-b02, 3.0.1, 3.0.0-M5, 3.0.0-M4, 3.0.0-M3, 3.0.0-M2, 3.0.0-M1, 3.0.0, 2.4.0-b180830.0438, 2.4.0-b180725.0644, 2.3.8, 2.3.7, 2.3.6, 2.3.5, 2.3.4, 2.3.3-b02, 2.3.3-b01, 2.3.3",29,"Major, Minor, Patch"
org.glassfish.jersey.containers:jersey-container-servlet-core,2.34,"3.1.2, 3.1.1, 3.1.0-M8, 3.1.0-M7, 3.1.0-M3, 3.1.0-M2, 3.1.0-M1, 3.1.0, 3.0.9, 3.0.8, 3.0.7, 3.0.6, 3.0.5, 3.0.4, 3.0.3, 3.0.2, 3.0.10, 3.0.1, 3.0.0-RC2, 3.0.0-M6, 3.0.0-M1, 3.0.0, 2.40, 2.39.1, 2.39, 2.38, 2.37, 2.36, 2.35",29,"Major, Minor"
org.glassfish.jersey.containers:jersey-container-servlet,2.34,"3.1.2, 3.1.1, 3.1.0-M8, 3.1.0-M7, 3.1.0-M3, 3.1.0-M2, 3.1.0-M1, 3.1.0, 3.0.9, 3.0.8, 3.0.7, 3.0.6, 3.0.5, 3.0.4, 3.0.3, 3.0.2, 3.0.10, 3.0.1, 3.0.0-RC2, 3.0.0-M6, 3.0.0-M1, 3.0.0, 2.40, 2.39.1, 2.39, 2.38, 2.37, 2.36, 2.35",29,"Major, Minor"
org.glassfish.jersey.core:jersey-client,2.34,"3.1.2, 3.1.1, 3.1.0-M8, 3.1.0-M7, 3.1.0-M3, 3.1.0-M2, 3.1.0-M1, 3.1.0, 3.0.9, 3.0.8, 3.0.7, 3.0.6, 3.0.5, 3.0.4, 3.0.3, 3.0.2, 3.0.10, 3.0.1, 3.0.0-RC2, 3.0.0-M6, 3.0.0-M1, 3.0.0, 2.40, 2.39.1, 2.39, 2.38, 2.37, 2.36, 2.35",29,"Major, Minor"
org.glassfish.jersey.core:jersey-common,2.34,"3.1.2, 3.1.1, 3.1.0-M8, 3.1.0-M7, 3.1.0-M3, 3.1.0-M2, 3.1.0-M1, 3.1.0, 3.0.9, 3.0.8, 3.0.7, 3.0.6, 3.0.5, 3.0.4, 3.0.3, 3.0.2, 3.0.10, 3.0.1, 3.0.0-RC2, 3.0.0-M6, 3.0.0-M1, 3.0.0, 2.40, 2.39.1, 2.39, 2.38, 2.37, 2.36, 2.35",29,"Major, Minor"
org.glassfish.jersey.core:jersey-server,2.34,"3.1.2, 3.1.1, 3.1.0-M8, 3.1.0-M7, 3.1.0-M3, 3.1.0-M2, 3.1.0-M1, 3.1.0, 3.0.9, 3.0.8, 3.0.7, 3.0.6, 3.0.5, 3.0.4, 3.0.3, 3.0.2, 3.0.10, 3.0.1, 3.0.0-RC2, 3.0.0-M6, 3.0.0-M1, 3.0.0, 2.40, 2.39.1, 2.39, 2.38, 2.37, 2.36, 2.35",29,"Major, Minor"
org.glassfish.jersey.ext:jersey-bean-validation,2.34,"3.1.2, 3.1.1, 3.1.0-M8, 3.1.0-M7, 3.1.0-M3, 3.1.0-M2, 3.1.0-M1, 3.1.0, 3.0.9, 3.0.8, 3.0.7, 3.0.6, 3.0.5, 3.0.4, 3.0.3, 3.0.2, 3.0.10, 3.0.1, 3.0.0-RC2, 3.0.0-M6, 3.0.0-M1, 3.0.0, 2.40, 2.39.1, 2.39, 2.38, 2.37, 2.36, 2.35",29,"Major, Minor"
org.glassfish.jersey.ext:jersey-metainf-services,2.34,"3.1.2, 3.1.1, 3.1.0-M8, 3.1.0-M7, 3.1.0-M3, 3.1.0-M2, 3.1.0-M1, 3.1.0, 3.0.9, 3.0.8, 3.0.7, 3.0.6, 3.0.5, 3.0.4, 3.0.3, 3.0.2, 3.0.10, 3.0.1, 3.0.0-RC2, 3.0.0-M6, 3.0.0-M1, 3.0.0, 2.40, 2.39.1, 2.39, 2.38, 2.37, 2.36, 2.35",29,"Major, Minor"
org.glassfish.jersey.inject:jersey-hk2,2.34,"3.1.2, 3.1.1, 3.1.0-M8, 3.1.0-M7, 3.1.0-M3, 3.1.0-M2, 3.1.0-M1, 3.1.0, 3.0.9, 3.0.8, 3.0.7, 3.0.6, 3.0.5, 3.0.4, 3.0.3, 3.0.2, 3.0.10, 3.0.1, 3.0.0-RC2, 3.0.0-M6, 3.0.0-M1, 3.0.0, 2.40, 2.39.1, 2.39, 2.38, 2.37, 2.36, 2.35",29,"Major, Minor"
org.glassfish.jersey.media:jersey-media-jaxb,2.34,"3.1.2, 3.1.1, 3.1.0-M8, 3.1.0-M7, 3.1.0-M3, 3.1.0-M2, 3.1.0-M1, 3.1.0, 3.0.9, 3.0.8, 3.0.7, 3.0.6, 3.0.5, 3.0.4, 3.0.3, 3.0.2, 3.0.10, 3.0.1, 3.0.0-RC2, 3.0.0-M6, 3.0.0-M1, 3.0.0, 2.40, 2.39.1, 2.39, 2.38, 2.37, 2.36, 2.35",29,"Major, Minor"
org.glassfish.jersey.media:jersey-media-multipart,2.34,"3.1.2, 3.1.1, 3.1.0-M8, 3.1.0-M7, 3.1.0-M3, 3.1.0-M2, 3.1.0-M1, 3.1.0, 3.0.9, 3.0.8, 3.0.7, 3.0.6, 3.0.5, 3.0.4, 3.0.3, 3.0.2, 3.0.10, 3.0.1, 3.0.0-RC2, 3.0.0-M6, 3.0.0-M1, 3.0.0, 2.40, 2.39.1, 2.39, 2.38, 2.37, 2.36, 2.35",29,"Major, Minor"
com.azure:azure-identity,1.5.0,"1.9.1, 1.9.0-beta.3, 1.9.0-beta.2, 1.9.0-beta.1, 1.9.0, 1.8.3, 1.8.2, 1.8.1, 1.8.0-beta.1, 1.8.0, 1.7.3, 1.7.2, 1.7.1, 1.7.0-beta.2, 1.7.0-beta.1, 1.7.0, 1.6.1, 1.6.0-beta.1, 1.6.0, 1.5.5, 1.5.4, 1.5.3, 1.5.2, 1.5.1, 1.5.0-beta.2, 1.5.0-beta.1",26,"Minor, Patch"
com.github.ben-manes.caffeine:jcache,2.8.0,"3.1.6, 3.1.5, 3.1.4, 3.1.3, 3.1.2, 3.1.1, 3.1.0, 3.0.6, 3.0.5, 3.0.3, 3.0.2, 3.0.1, 3.0.0, 2.9.3, 2.9.2, 2.9.1, 2.9.0, 2.8.8, 2.8.7, 2.8.6, 2.8.5, 2.8.4, 2.8.3, 2.8.2, 2.8.1",25,"Major, Minor, Patch"
org.postgresql:postgresql,42.2.25,"42.6.0, 42.5.4, 42.5.3, 42.5.2, 42.5.1, 42.5.0, 42.4.3, 42.4.2, 42.4.1, 42.4.0, 42.3.8, 42.3.7, 42.3.6, 42.3.5, 42.3.4, 42.3.3, 42.3.2, 42.3.1, 42.3.0, 42.2.27.jre7, 42.2.27.jre6, 42.2.27, 42.2.26.jre7, 42.2.26.jre6, 42.2.26",25,"Minor, Patch"
com.google.errorprone:error_prone_annotations,2.3.4,"2.9.0, 2.8.1, 2.8.0, 2.7.1, 2.7.0, 2.6.0, 2.5.1, 2.5.0, 2.4.0, 2.20.0, 2.19.1, 2.19.0, 2.18.0, 2.17.0, 2.16, 2.15.0, 2.15, 2.14.0, 2.13.1, 2.13.0, 2.12.1, 2.12.0, 2.11.0, 2.10.0",24,Minor
com.google.http-client:google-http-client-apache-v2,1.38.0,"1.43.3, 1.43.2, 1.43.1, 1.43.0, 1.42.3, 1.42.2, 1.42.1, 1.42.0, 1.41.8, 1.41.7, 1.41.6, 1.41.5, 1.41.4, 1.41.3, 1.41.2, 1.41.1, 1.41.0, 1.40.1, 1.40.0, 1.39.2-sp.1, 1.39.2, 1.39.1, 1.39.0, 1.38.1",24,"Minor, Patch"
org.joda:joda-convert,1.2,"2.2.3, 2.2.2, 2.2.1, 2.2.0, 2.1.2, 2.1.1, 2.1, 2.0.2, 2.0.1, 2.0, 1.9.2, 1.9.1, 1.9, 1.8.3, 1.8.2, 1.8.1, 1.8, 1.7, 1.6, 1.5, 1.4, 1.3.1, 1.3",23,"Major, Minor"
com.azure:azure-storage-blob,12.16.0,"12.23.0-beta.1, 12.22.3, 12.22.2, 12.22.1, 12.22.0-beta.1, 12.22.0, 12.21.1, 12.21.0-beta.1, 12.21.0, 12.20.3, 12.20.2, 12.20.1, 12.20.0-beta.1, 12.20.0, 12.19.1, 12.19.0, 12.18.0-beta.1, 12.18.0, 12.17.1, 12.17.0-beta.1, 12.17.0, 12.16.1",22,"Minor, Patch"
com.datadoghq:java-dogstatsd-client,2.3,"4.2.0, 4.1.0, 4.0.0, 3.0.1, 3.0.0, 2.9.0, 2.8.1, 2.8, 2.7, 2.6.1, 2.6, 2.5, 2.4, 2.13.1, 2.13.0, 2.11.0, 2.10.5, 2.10.4, 2.10.3, 2.10.2, 2.10.1, 2.10.0",22,"Major, Minor"
com.github.ben-manes.caffeine:caffeine,2.8.4,"3.1.6, 3.1.5, 3.1.4, 3.1.3, 3.1.2, 3.1.1, 3.1.0, 3.0.6, 3.0.5, 3.0.4, 3.0.3, 3.0.2, 3.0.1, 3.0.0, 2.9.3, 2.9.2, 2.9.1, 2.9.0, 2.8.8, 2.8.7, 2.8.6, 2.8.5",22,"Major, Minor, Patch"
com.google.api:gax-grpc,2.18.7,"2.30.0, 2.29.0, 2.28.1, 2.28.0, 2.27.0, 2.26.0, 2.25.0, 2.24.0, 2.23.3, 2.23.2, 2.23.1, 2.23.0, 2.22.0, 2.21.0, 2.20.1, 2.20.0, 2.19.6, 2.19.5, 2.19.4, 2.19.2, 2.19.1, 2.19.0",22,Minor
com.google.api:gax,2.18.7,"2.30.0, 2.29.0, 2.28.1, 2.28.0, 2.27.0, 2.26.0, 2.25.0, 2.24.0, 2.23.3, 2.23.2, 2.23.1, 2.23.0, 2.22.0, 2.21.0, 2.20.1, 2.20.0, 2.19.6, 2.19.5, 2.19.4, 2.19.2, 2.19.1, 2.19.0",22,Minor
